,circuitId,season,round,raceName,date,circuitName,Location,Driver_Position,Driver_Points,driverRef,constructorRef,grid_pos,completed_laps,race_status,race_time
651,zeltweg,1964,7,Austrian Grand Prix,1964-08-23,Zeltweg,"{'lat': '47.2039', 'long': '14.7478', 'locality': 'Styria', 'country': 'Austria'}",2.0,6.0,'ginther','brm',5.0,105.0,'Finished'," {'millis': '7584410', 'time': '+6.18'}}"
652,zeltweg,1964,7,Austrian Grand Prix,1964-08-23,Zeltweg,"{'lat': '47.2039', 'long': '14.7478', 'locality': 'Styria', 'country': 'Austria'}",3.0,4.0,'anderson','brabham-climax',14.0,102.0,'+3 Laps'},
653,zeltweg,1964,7,Austrian Grand Prix,1964-08-23,Zeltweg,"{'lat': '47.2039', 'long': '14.7478', 'locality': 'Styria', 'country': 'Austria'}",4.0,3.0,'maggs','brm',19.0,102.0,'+3 Laps'},
654,zeltweg,1964,7,Austrian Grand Prix,1964-08-23,Zeltweg,"{'lat': '47.2039', 'long': '14.7478', 'locality': 'Styria', 'country': 'Austria'}",5.0,2.0,'ireland','brp',11.0,102.0,'+3 Laps'},
655,monza,1964,8,Italian Grand Prix,1964-09-06,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",1.0,9.0,'surtees','ferrari',1.0,78.0,'Finished'," {'millis': '7851800', 'time': '2:10:51.8'}}"
656,monza,1964,8,Italian Grand Prix,1964-09-06,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",2.0,6.0,'mclaren','cooper-climax',5.0,78.0,'Finished'," {'millis': '7917800', 'time': '+1:06.0'}}"
657,monza,1964,8,Italian Grand Prix,1964-09-06,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",3.0,4.0,'bandini','ferrari',7.0,77.0,'+1 Lap'},
658,monza,1964,8,Italian Grand Prix,1964-09-06,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",4.0,3.0,'ginther','brm',9.0,77.0,'+1 Lap'},
659,monza,1964,8,Italian Grand Prix,1964-09-06,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",5.0,2.0,'ireland','brp',13.0,77.0,'+1 Lap'},
660,watkins_glen,1964,9,United States Grand Prix,1964-10-04,Watkins Glen,"{'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}",1.0,9.0,'hill','brm',4.0,110.0,'Finished'," {'millis': '8198000', 'time': '2:16:38.0'}}"
661,watkins_glen,1964,9,United States Grand Prix,1964-10-04,Watkins Glen,"{'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}",2.0,6.0,'surtees','ferrari',2.0,110.0,'Finished'," {'millis': '8228500', 'time': '+30.5'}}"
662,watkins_glen,1964,9,United States Grand Prix,1964-10-04,Watkins Glen,"{'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}",3.0,4.0,'siffert','brabham-brm',12.0,109.0,'+1 Lap'},
663,watkins_glen,1964,9,United States Grand Prix,1964-10-04,Watkins Glen,"{'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}",4.0,3.0,'ginther','brm',13.0,107.0,'+3 Laps'},
664,watkins_glen,1964,9,United States Grand Prix,1964-10-04,Watkins Glen,"{'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}",5.0,2.0,'hansgen','lotus-climax',17.0,107.0,'+3 Laps'},
665,rodriguez,1964,10,Mexican Grand Prix,1964-10-25,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",1.0,9.0,'gurney','brabham-climax',2.0,65.0,'Finished'," {'millis': '7790320', 'time': '2:09:50.32'}}"
666,rodriguez,1964,10,Mexican Grand Prix,1964-10-25,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",2.0,6.0,'surtees','ferrari',4.0,65.0,'Finished'," {'millis': '7859260', 'time': '+1:08.94'}}"
667,rodriguez,1964,10,Mexican Grand Prix,1964-10-25,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",3.0,4.0,'bandini','ferrari',3.0,65.0,'Finished'," {'millis': '7859950', 'time': '+1:09.63'}}"
668,rodriguez,1964,10,Mexican Grand Prix,1964-10-25,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",4.0,3.0,'spence','lotus-climax',5.0,65.0,'Finished'," {'millis': '7872180', 'time': '+1:21.86'}}"
669,rodriguez,1964,10,Mexican Grand Prix,1964-10-25,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",5.0,2.0,'clark','lotus-climax',1.0,64.0,'Engine'},
670,george,1965,1,South African Grand Prix,1965-01-01,Prince George Circuit,"{'lat': '-33.0486', 'long': '27.8736', 'locality': 'Eastern Cape Province', 'country': 'South Africa'}",1.0,9.0,'clark','lotus-climax',1.0,85.0,'Finished'," {'millis': '7606000', 'time': '2:06:46.0'}}"
671,george,1965,1,South African Grand Prix,1965-01-01,Prince George Circuit,"{'lat': '-33.0486', 'long': '27.8736', 'locality': 'Eastern Cape Province', 'country': 'South Africa'}",2.0,6.0,'surtees','ferrari',2.0,85.0,'Finished'," {'millis': '7635000', 'time': '+29.0'}}"
672,george,1965,1,South African Grand Prix,1965-01-01,Prince George Circuit,"{'lat': '-33.0486', 'long': '27.8736', 'locality': 'Eastern Cape Province', 'country': 'South Africa'}",3.0,4.0,'hill','brm',5.0,85.0,'Finished'," {'millis': '7637800', 'time': '+31.8'}}"
673,george,1965,1,South African Grand Prix,1965-01-01,Prince George Circuit,"{'lat': '-33.0486', 'long': '27.8736', 'locality': 'Eastern Cape Province', 'country': 'South Africa'}",4.0,3.0,'spence','lotus-climax',4.0,85.0,'Finished'," {'millis': '7660400', 'time': '+54.4'}}"
674,george,1965,1,South African Grand Prix,1965-01-01,Prince George Circuit,"{'lat': '-33.0486', 'long': '27.8736', 'locality': 'Eastern Cape Province', 'country': 'South Africa'}",5.0,2.0,'mclaren','cooper-climax',8.0,84.0,'+1 Lap'},
675,monaco,1965,2,Monaco Grand Prix,1965-05-30,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",1.0,9.0,'hill','brm',1.0,100.0,'Finished'," {'millis': '9459600', 'time': '2:37:39.6'}}"
676,monaco,1965,2,Monaco Grand Prix,1965-05-30,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",2.0,6.0,'bandini','ferrari',4.0,100.0,'Finished'," {'millis': '9523600', 'time': '+1:04.0'}}"
677,monaco,1965,2,Monaco Grand Prix,1965-05-30,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",3.0,4.0,'stewart','brm',3.0,100.0,'Finished'," {'millis': '9561500', 'time': '+1:41.9'}}"
678,monaco,1965,2,Monaco Grand Prix,1965-05-30,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",4.0,3.0,'surtees','ferrari',5.0,99.0,'Out of fuel'},
679,monaco,1965,2,Monaco Grand Prix,1965-05-30,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",5.0,2.0,'mclaren','cooper-climax',7.0,98.0,'+2 Laps'},
680,spa,1965,3,Belgian Grand Prix,1965-06-13,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",1.0,9.0,'clark','lotus-climax',2.0,32.0,'Finished'," {'millis': '8614800', 'time': '2:23:34.8'}}"
681,spa,1965,3,Belgian Grand Prix,1965-06-13,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",2.0,6.0,'stewart','brm',3.0,32.0,'Finished'," {'millis': '8659600', 'time': '+44.8'}}"
682,spa,1965,3,Belgian Grand Prix,1965-06-13,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",3.0,4.0,'mclaren','cooper-climax',9.0,31.0,'+1 Lap'},
683,spa,1965,3,Belgian Grand Prix,1965-06-13,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",4.0,3.0,'jack_brabham','brabham-climax',10.0,31.0,'+1 Lap'},
684,spa,1965,3,Belgian Grand Prix,1965-06-13,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",5.0,2.0,'hill','brm',1.0,31.0,'+1 Lap'},
685,charade,1965,4,French Grand Prix,1965-06-27,Charade Circuit,"{'lat': '45.7472', 'long': '3.03889', 'locality': 'Clermont-Ferrand', 'country': 'France'}",1.0,9.0,'clark','lotus-climax',1.0,40.0,'Finished'," {'millis': '9698400', 'time': '2:41:38.4'}}"
686,charade,1965,4,French Grand Prix,1965-06-27,Charade Circuit,"{'lat': '45.7472', 'long': '3.03889', 'locality': 'Clermont-Ferrand', 'country': 'France'}",2.0,6.0,'stewart','brm',2.0,40.0,'Finished'," {'millis': '9724700', 'time': '+26.3'}}"
687,charade,1965,4,French Grand Prix,1965-06-27,Charade Circuit,"{'lat': '45.7472', 'long': '3.03889', 'locality': 'Clermont-Ferrand', 'country': 'France'}",3.0,4.0,'surtees','ferrari',4.0,40.0,'Finished'," {'millis': '9851900', 'time': '+2:33.5'}}"
688,charade,1965,4,French Grand Prix,1965-06-27,Charade Circuit,"{'lat': '45.7472', 'long': '3.03889', 'locality': 'Clermont-Ferrand', 'country': 'France'}",4.0,3.0,'hulme','brabham-climax',6.0,40.0,'Finished'," {'millis': '9871500', 'time': '+2:53.1'}}"
689,charade,1965,4,French Grand Prix,1965-06-27,Charade Circuit,"{'lat': '45.7472', 'long': '3.03889', 'locality': 'Clermont-Ferrand', 'country': 'France'}",5.0,2.0,'hill','brm',13.0,39.0,'+1 Lap'},
690,silverstone,1965,5,British Grand Prix,1965-07-10,Silverstone Circuit,"{'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}",1.0,9.0,'clark','lotus-climax',1.0,80.0,'Finished'," {'millis': '7525400', 'time': '2:05:25.4'}}"
691,silverstone,1965,5,British Grand Prix,1965-07-10,Silverstone Circuit,"{'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}",2.0,6.0,'hill','brm',2.0,80.0,'Finished'," {'millis': '7528600', 'time': '+3.2'}}"
692,silverstone,1965,5,British Grand Prix,1965-07-10,Silverstone Circuit,"{'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}",3.0,4.0,'surtees','ferrari',5.0,80.0,'Finished'," {'millis': '7553000', 'time': '+27.6'}}"
693,silverstone,1965,5,British Grand Prix,1965-07-10,Silverstone Circuit,"{'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}",4.0,3.0,'spence','lotus-climax',6.0,80.0,'Finished'," {'millis': '7565000', 'time': '+39.6'}}"
694,silverstone,1965,5,British Grand Prix,1965-07-10,Silverstone Circuit,"{'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}",5.0,2.0,'stewart','brm',4.0,80.0,'Finished'," {'millis': '7600000', 'time': '+1:14.6'}}"
695,zandvoort,1965,6,Dutch Grand Prix,1965-07-18,Circuit Park Zandvoort,"{'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}",1.0,9.0,'clark','lotus-climax',2.0,80.0,'Finished'," {'millis': '7439100', 'time': '2:03:59.1'}}"
696,zandvoort,1965,6,Dutch Grand Prix,1965-07-18,Circuit Park Zandvoort,"{'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}",2.0,6.0,'stewart','brm',6.0,80.0,'Finished'," {'millis': '7447100', 'time': '+8.0'}}"
697,zandvoort,1965,6,Dutch Grand Prix,1965-07-18,Circuit Park Zandvoort,"{'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}",3.0,4.0,'gurney','brabham-climax',5.0,80.0,'Finished'," {'millis': '7452100', 'time': '+13.0'}}"
698,zandvoort,1965,6,Dutch Grand Prix,1965-07-18,Circuit Park Zandvoort,"{'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}",4.0,3.0,'hill','brm',1.0,80.0,'Finished'," {'millis': '7484200', 'time': '+45.1'}}"
699,zandvoort,1965,6,Dutch Grand Prix,1965-07-18,Circuit Park Zandvoort,"{'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}",5.0,2.0,'hulme','brabham-climax',7.0,79.0,'+1 Lap'},
700,nurburgring,1965,7,German Grand Prix,1965-08-01,Nürburgring,"{'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}",1.0,9.0,'clark','lotus-climax',1.0,15.0,'Finished'," {'millis': '7672400', 'time': '2:07:52.4'}}"
701,nurburgring,1965,7,German Grand Prix,1965-08-01,Nürburgring,"{'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}",2.0,6.0,'hill','brm',3.0,15.0,'Finished'," {'millis': '7688300', 'time': '+15.9'}}"
702,nurburgring,1965,7,German Grand Prix,1965-08-01,Nürburgring,"{'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}",3.0,4.0,'gurney','brabham-climax',5.0,15.0,'Finished'," {'millis': '7693800', 'time': '+21.4'}}"
703,nurburgring,1965,7,German Grand Prix,1965-08-01,Nürburgring,"{'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}",4.0,3.0,'rindt','cooper-climax',8.0,15.0,'Finished'," {'millis': '7882000', 'time': '+3:29.6'}}"
704,nurburgring,1965,7,German Grand Prix,1965-08-01,Nürburgring,"{'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}",5.0,2.0,'jack_brabham','brabham-climax',14.0,15.0,'Finished'," {'millis': '7953600', 'time': '+4:41.2'}}"
705,monza,1965,8,Italian Grand Prix,1965-09-12,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",1.0,9.0,'stewart','brm',3.0,76.0,'Finished'," {'millis': '7492800', 'time': '2:04:52.8'}}"
706,monza,1965,8,Italian Grand Prix,1965-09-12,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",2.0,6.0,'hill','brm',4.0,76.0,'Finished'," {'millis': '7496100', 'time': '+3.3'}}"
707,monza,1965,8,Italian Grand Prix,1965-09-12,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",3.0,4.0,'gurney','brabham-climax',9.0,76.0,'Finished'," {'millis': '7509300', 'time': '+16.5'}}"
708,monza,1965,8,Italian Grand Prix,1965-09-12,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",4.0,3.0,'bandini','ferrari',5.0,76.0,'Finished'," {'millis': '7568700', 'time': '+1:15.9'}}"
709,monza,1965,8,Italian Grand Prix,1965-09-12,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",5.0,2.0,'mclaren','cooper-climax',11.0,75.0,'+1 Lap'},
710,watkins_glen,1965,9,United States Grand Prix,1965-10-03,Watkins Glen,"{'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}",1.0,9.0,'hill','brm',1.0,110.0,'Finished'," {'millis': '8436100', 'time': '2:20:36.1'}}"
711,watkins_glen,1965,9,United States Grand Prix,1965-10-03,Watkins Glen,"{'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}",2.0,6.0,'gurney','brabham-climax',8.0,110.0,'Finished'," {'millis': '8448600', 'time': '+12.5'}}"
712,watkins_glen,1965,9,United States Grand Prix,1965-10-03,Watkins Glen,"{'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}",3.0,4.0,'jack_brabham','brabham-climax',7.0,110.0,'Finished'," {'millis': '8493600', 'time': '+57.5'}}"
713,watkins_glen,1965,9,United States Grand Prix,1965-10-03,Watkins Glen,"{'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}",4.0,3.0,'bandini','ferrari',5.0,109.0,'+1 Lap'},
714,watkins_glen,1965,9,United States Grand Prix,1965-10-03,Watkins Glen,"{'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}",5.0,2.0,'rodriguez','ferrari',15.0,109.0,'+1 Lap'},
715,rodriguez,1965,10,Mexican Grand Prix,1965-10-24,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",1.0,9.0,'ginther','honda',3.0,65.0,'Finished'," {'millis': '7712100', 'time': '2:08:32.10'}}"
716,rodriguez,1965,10,Mexican Grand Prix,1965-10-24,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",2.0,6.0,'gurney','brabham-climax',2.0,65.0,'Finished'," {'millis': '7714990', 'time': '+2.89'}}"
717,rodriguez,1965,10,Mexican Grand Prix,1965-10-24,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",3.0,4.0,'spence','lotus-climax',6.0,65.0,'Finished'," {'millis': '7772250', 'time': '+1:00.15'}}"
718,rodriguez,1965,10,Mexican Grand Prix,1965-10-24,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",4.0,3.0,'siffert','brabham-brm',11.0,65.0,'Finished'," {'millis': '7826520', 'time': '+1:54.42'}}"
719,rodriguez,1965,10,Mexican Grand Prix,1965-10-24,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",5.0,2.0,'bucknum','honda',10.0,64.0,'+1 Lap'},
720,monaco,1966,1,Monaco Grand Prix,1966-05-22,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",1.0,9.0,'stewart','brm',3.0,100.0,'Finished'," {'millis': '9190500', 'time': '2:33:10.5'}}"
721,monaco,1966,1,Monaco Grand Prix,1966-05-22,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",2.0,6.0,'bandini','ferrari',5.0,100.0,'Finished'," {'millis': '9230700', 'time': '+40.2'}}"
722,monaco,1966,1,Monaco Grand Prix,1966-05-22,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",3.0,4.0,'hill','brm',4.0,99.0,'+1 Lap'},
723,monaco,1966,1,Monaco Grand Prix,1966-05-22,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",4.0,3.0,'bondurant','brm',16.0,95.0,'+5 Laps'},
724,monaco,1966,1,Monaco Grand Prix,1966-05-22,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",5.0,0.0,'ginther','cooper-maserati',9.0,80.0,'Transmission'},
725,spa,1966,2,Belgian Grand Prix,1966-06-12,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",1.0,9.0,'surtees','ferrari',1.0,28.0,'Finished'," {'millis': '7751300', 'time': '2:09:11.3'}}"
726,spa,1966,2,Belgian Grand Prix,1966-06-12,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",2.0,6.0,'rindt','cooper-maserati',2.0,28.0,'Finished'," {'millis': '7793400', 'time': '+42.1'}}"
727,spa,1966,2,Belgian Grand Prix,1966-06-12,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",3.0,4.0,'bandini','ferrari',5.0,27.0,'+1 Lap'},
728,spa,1966,2,Belgian Grand Prix,1966-06-12,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",4.0,3.0,'jack_brabham','brabham-repco',4.0,26.0,'+2 Laps'},
729,spa,1966,2,Belgian Grand Prix,1966-06-12,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",5.0,2.0,'ginther','cooper-maserati',8.0,25.0,'+3 Laps'},
730,reims,1966,3,French Grand Prix,1966-07-03,Reims-Gueux,"{'lat': '49.2542', 'long': '3.93083', 'locality': 'Reims', 'country': 'France'}",1.0,9.0,'jack_brabham','brabham-repco',4.0,48.0,'Finished'," {'millis': '6511300', 'time': '1:48:31.3'}}"
731,reims,1966,3,French Grand Prix,1966-07-03,Reims-Gueux,"{'lat': '49.2542', 'long': '3.93083', 'locality': 'Reims', 'country': 'France'}",2.0,6.0,'parkes','ferrari',3.0,48.0,'Finished'," {'millis': '6520800', 'time': '+9.5'}}"
732,reims,1966,3,French Grand Prix,1966-07-03,Reims-Gueux,"{'lat': '49.2542', 'long': '3.93083', 'locality': 'Reims', 'country': 'France'}",3.0,4.0,'hulme','brabham-repco',9.0,46.0,'+2 Laps'},
733,reims,1966,3,French Grand Prix,1966-07-03,Reims-Gueux,"{'lat': '49.2542', 'long': '3.93083', 'locality': 'Reims', 'country': 'France'}",4.0,3.0,'rindt','cooper-maserati',5.0,46.0,'+2 Laps'},
734,reims,1966,3,French Grand Prix,1966-07-03,Reims-Gueux,"{'lat': '49.2542', 'long': '3.93083', 'locality': 'Reims', 'country': 'France'}",5.0,2.0,'gurney','eagle-climax',14.0,45.0,'+3 Laps'},
735,brands_hatch,1966,4,British Grand Prix,1966-07-16,Brands Hatch,"{'lat': '51.3569', 'long': '0.263056', 'locality': 'Kent', 'country': 'UK'}",1.0,9.0,'jack_brabham','brabham-repco',1.0,80.0,'Finished'," {'millis': '7993400', 'time': '2:13:13.4'}}"
736,brands_hatch,1966,4,British Grand Prix,1966-07-16,Brands Hatch,"{'lat': '51.3569', 'long': '0.263056', 'locality': 'Kent', 'country': 'UK'}",2.0,6.0,'hulme','brabham-repco',2.0,80.0,'Finished'," {'millis': '8003000', 'time': '+9.6'}}"
737,brands_hatch,1966,4,British Grand Prix,1966-07-16,Brands Hatch,"{'lat': '51.3569', 'long': '0.263056', 'locality': 'Kent', 'country': 'UK'}",3.0,4.0,'hill','brm',4.0,79.0,'+1 Lap'},
738,brands_hatch,1966,4,British Grand Prix,1966-07-16,Brands Hatch,"{'lat': '51.3569', 'long': '0.263056', 'locality': 'Kent', 'country': 'UK'}",4.0,3.0,'clark','lotus-climax',5.0,79.0,'+1 Lap'},
739,brands_hatch,1966,4,British Grand Prix,1966-07-16,Brands Hatch,"{'lat': '51.3569', 'long': '0.263056', 'locality': 'Kent', 'country': 'UK'}",5.0,2.0,'rindt','cooper-maserati',7.0,79.0,'+1 Lap'},
740,zandvoort,1966,5,Dutch Grand Prix,1966-07-24,Circuit Park Zandvoort,"{'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}",1.0,9.0,'jack_brabham','brabham-repco',1.0,90.0,'Finished'," {'millis': '8432500', 'time': '2:20:32.5'}}"
741,zandvoort,1966,5,Dutch Grand Prix,1966-07-24,Circuit Park Zandvoort,"{'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}",2.0,6.0,'hill','brm',7.0,89.0,'+1 Lap'},
742,zandvoort,1966,5,Dutch Grand Prix,1966-07-24,Circuit Park Zandvoort,"{'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}",3.0,4.0,'clark','lotus-climax',3.0,88.0,'+2 Laps'},
743,zandvoort,1966,5,Dutch Grand Prix,1966-07-24,Circuit Park Zandvoort,"{'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}",4.0,3.0,'stewart','brm',8.0,88.0,'+2 Laps'},
744,zandvoort,1966,5,Dutch Grand Prix,1966-07-24,Circuit Park Zandvoort,"{'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}",5.0,2.0,'spence','lotus-brm',12.0,87.0,'+3 Laps'},
745,nurburgring,1966,6,German Grand Prix,1966-08-07,Nürburgring,"{'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}",1.0,9.0,'jack_brabham','brabham-repco',5.0,15.0,'Finished'," {'millis': '8823000', 'time': '2:27:03.0'}}"
746,nurburgring,1966,6,German Grand Prix,1966-08-07,Nürburgring,"{'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}",2.0,6.0,'surtees','cooper-maserati',2.0,15.0,'Finished'," {'millis': '8867400', 'time': '+44.4'}}"
747,nurburgring,1966,6,German Grand Prix,1966-08-07,Nürburgring,"{'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}",3.0,4.0,'rindt','cooper-maserati',9.0,15.0,'Finished'," {'millis': '8975600', 'time': '+2:32.6'}}"
748,nurburgring,1966,6,German Grand Prix,1966-08-07,Nürburgring,"{'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}",4.0,3.0,'hill','brm',10.0,15.0,'Finished'," {'millis': '9224400', 'time': '+6:41.4'}}"
749,nurburgring,1966,6,German Grand Prix,1966-08-07,Nürburgring,"{'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}",5.0,2.0,'stewart','brm',3.0,15.0,'Finished'," {'millis': '9331900', 'time': '+8:28.9'}}"
750,monza,1966,7,Italian Grand Prix,1966-09-04,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",1.0,9.0,'scarfiotti','ferrari',2.0,68.0,'Finished'," {'millis': '6434800', 'time': '1:47:14.8'}}"
751,monza,1966,7,Italian Grand Prix,1966-09-04,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",2.0,6.0,'parkes','ferrari',1.0,68.0,'Finished'," {'millis': '6440600', 'time': '+5.8'}}"
